road_type,curvature,speed_limit,lighting,weather,road_signs_present,public_road,holiday,school_season,num_reported_accidents,accident_risk
highway,0.57,70,dim,foggy,False,False,True,False,2,0.52
rural,0.68,60,daylight,clear,True,True,True,False,1,0.38
highway,0.38,25,night,clear,False,False,True,True,0,0.25
urban,0.03,25,night,clear,False,False,False,False,0,0.32
rural,0.42,45,dim,rainy,True,False,False,False,1,0.18
rural,0.86,25,daylight,rainy,True,False,True,False,0,0.36
highway,0.61,45,daylight,clear,True,True,False,False,0,0.21
urban,0.88,70,daylight,foggy,False,True,True,False,2,0.55
rural,0.25,25,daylight,foggy,True,False,True,False,2,0.19
highway,0.4,70,dim,clear,False,False,True,False,1,0.33
highway,0.56,25,night,clear,False,True,False,True,1,0.3
highway,0.88,45,daylight,foggy,True,False,False,False,1,0.32
rural,0.79,60,night,rainy,False,True,False,True,1,0.86
urban,0.62,25,daylight,rainy,True,False,False,True,0,0.24
highway,0.23,25,dim,clear,True,True,True,True,0,0.11
rural,0.9,35,dim,clear,True,False,False,False,1,0.32
highway,0.55,35,dim,,True,True,True,False,1,0.2
rural,0.57,45,night,foggy,False,False,True,False,0,0.47
highway,0.15,45,night,clear,True,True,False,False,2,0.26
rural,0.45,60,daylight,clear,True,False,False,True,0,0.28
urban,0.72,60,daylight,rainy,False,True,True,True,1,0.47
rural,0.09,45,dim,foggy,False,False,False,True,1,0.02
rural,0.05,70,daylight,clear,False,False,True,True,0,0.28
urban,0.01,25,night,foggy,False,False,True,False,1,0.33
highway,0.61,35,daylight,clear,True,True,False,False,0,0.13
urban,0.73,60,daylight,foggy,True,True,False,True,2,0.47
highway,0.12,60,dim,foggy,False,False,False,False,1,0.3
highway,0.28,35,night,rainy,True,True,False,True,1,0.39
highway,0.34,25,daylight,foggy,True,True,False,False,2,0.23
urban,0.8,25,night,clear,True,False,True,False,1,0.54
highway,0.74,25,,clear,True,True,False,False,0,0.42
urban,0.2,25,dim,foggy,True,True,False,True,1,0.18
highway,0.53,45,daylight,,True,False,True,True,3,0.29
rural,0.12,35,daylight,foggy,False,True,True,False,1,0.19
highway,0.76,70,dim,foggy,False,True,True,False,1,0.53
urban,0.01,35,daylight,clear,True,False,True,False,2,0.03
urban,0.69,45,daylight,rainy,False,True,True,True,2,0.29
urban,0.7,60,dim,rainy,False,True,False,False,0,0.43
highway,0.85,45,daylight,rainy,True,False,False,True,1,0.31
urban,0.14,70,night,clear,False,False,True,True,0,0.47
urban,0.83,45,night,foggy,False,False,False,False,2,0.59
urban,0.63,45,night,clear,False,True,True,False,2,0.36
rural,0.19,60,daylight,rainy,False,False,True,False,0,0.29
highway,0.16,60,daylight,clear,False,False,False,False,0,0.25
rural,0.19,45,dim,clear,True,False,True,False,1,0.03
urban,0.69,70,daylight,clear,True,False,True,False,2,0.45
urban,0.76,25,daylight,rainy,True,True,True,True,0,0.32
rural,0.36,60,dim,rainy,False,True,False,True,0,0.39
urban,0.68,70,night,,False,False,True,True,0,0.61
urban,0.8,35,night,rainy,True,False,True,False,0,0.48
highway,0.68,70,night,clear,True,False,False,True,0,0.55
highway,0.54,35,night,foggy,False,True,False,True,0,0.59
highway,0.19,45,dim,clear,False,False,True,True,1,0.05
highway,0.1,70,dim,rainy,True,False,True,True,2,0.35
rural,0.33,60,daylight,clear,False,False,False,False,0,0.27
rural,0.19,60,daylight,foggy,False,False,False,False,0,0.33
